phy1,phy2,sparCC,p
Cyanobacteria,Gemmatimonadetes,-0.3870236514770498,0
Deferribacteres,Gemmatimonadetes,-0.1848761078941239,0
Dictyoglomi,Gemmatimonadetes,-0.1527718427932636,0
Elusimicrobia,Gemmatimonadetes,-0.17923793860627307,0
FBP,Gemmatimonadetes,-0.1751192553918849,0
FCPU426,Gemmatimonadetes,-0.20529295678572593,0
Fibrobacteres,Gemmatimonadetes,0.059003353511610714,0.1200000000000001
Firmicutes,Gemmatimonadetes,-0.0376525331287824,0.56
Fusobacteria,Gemmatimonadetes,-0.1813908362746204,0
GAL15,Gemmatimonadetes,-0.12977999437341925,0
GN02,Gemmatimonadetes,0.16320267844141761,0
GN04,Gemmatimonadetes,-0.13679635996231865,0
GOUTA4,Gemmatimonadetes,-0.17453813786847588,0
Crenarchaeota,H-178,-0.12581945059363225,0
Euryarchaeota,H-178,-0.14629612438255699,0
Parvarchaeota,H-178,-0.003148261385202284,0.42
AC1,H-178,0.08838633187471959,0
AD3,H-178,0.08220146475631854,0
Acidobacteria,H-178,-0.18558442502252936,0
Actinobacteria,H-178,-0.11945892454098733,0
AncK6,H-178,-0.09118685790805589,0
Aquificae,H-178,0.11422096551340033,0
Armatimonadetes,H-178,0.07403661483564669,0
BHI80-139,H-178,0.06294220958007796,0.020000000000000018
BRC1,H-178,0.04310971813674133,0.020000000000000018
Bacteroidetes,H-178,0.013322623447439506,0.48
CD12,H-178,0.07460367126168252,0.040000000000000036
Caldiserica,H-178,0.10484326946946804,0
Caldithrix,H-178,0.05951884065655017,0
Chlamydiae,H-178,-0.005893928169640103,0.24
Chlorobi,H-178,-0.0024418465404959424,0.98
Chloroflexi,H-178,-0.20332887664365584,0
Cyanobacteria,H-178,0.11601446104674604,0
Deferribacteres,H-178,0.07101407156032039,0
Dictyoglomi,H-178,0.08954528974689949,0
Elusimicrobia,H-178,0.11680807876746385,0
FBP,H-178,0.09743930880399165,0
FCPU426,H-178,0.08562962621835032,0
Fibrobacteres,H-178,-0.04918364170572935,0.66
Firmicutes,H-178,-0.05526129190196277,0.06
Fusobacteria,H-178,0.08107451034148469,0
GAL15,H-178,0.0687457720788387,0
GN02,H-178,-0.09922691928438174,0
GN04,H-178,0.057643908393055845,0
GOUTA4,H-178,0.11941502519231442,0
Gemmatimonadetes,H-178,-0.16292158633899956,0
Crenarchaeota,Hyd24-12,-0.14180059333758793,0
Euryarchaeota,Hyd24-12,-0.13818230424484526,0
Parvarchaeota,Hyd24-12,0.02535908806069228,0.88
AC1,Hyd24-12,0.05895148636035906,0
AD3,Hyd24-12,0.08788496576948499,0
Acidobacteria,Hyd24-12,-0.19921893577763466,0
Actinobacteria,Hyd24-12,-0.147896796443779,0
AncK6,Hyd24-12,-0.103814265733185,0
Aquificae,Hyd24-12,0.11256052021150868,0
Armatimonadetes,Hyd24-12,0.07347203530260561,0
BHI80-139,Hyd24-12,0.07884465910834632,0
BRC1,Hyd24-12,0.05440494851927728,0.020000000000000018
Bacteroidetes,Hyd24-12,0.00433488521855005,0.6799999999999999
CD12,Hyd24-12,0.043060980734144674,0
Caldiserica,Hyd24-12,0.09222568172123216,0
Caldithrix,Hyd24-12,0.0728194771432471,0
Chlamydiae,Hyd24-12,-0.04329911983435379,0.12
Chlorobi,Hyd24-12,-0.02268456523879517,0.94
Chloroflexi,Hyd24-12,-0.207421766741612,0
Cyanobacteria,Hyd24-12,0.11146444712279695,0
Deferribacteres,Hyd24-12,0.0750256149453303,0
Dictyoglomi,Hyd24-12,0.10292523248236046,0
Elusimicrobia,Hyd24-12,0.10286599469603047,0
FBP,Hyd24-12,0.07965137936729816,0
FCPU426,Hyd24-12,0.09396844829197834,0
Fibrobacteres,Hyd24-12,-0.010115910653457546,0.9199999999999999
Firmicutes,Hyd24-12,-0.08178500267655259,0
Fusobacteria,Hyd24-12,0.081346585523835,0
GAL15,Hyd24-12,0.08069793355571712,0
GN02,Hyd24-12,-0.08404881203417616,0
GN04,Hyd24-12,0.0891241514255337,0
GOUTA4,Hyd24-12,0.10942267974206318,0
Gemmatimonadetes,Hyd24-12,-0.16557508325892795,0
H-178,Hyd24-12,0.10137331420279458,0
Crenarchaeota,KSB3,-0.046072846023974615,0
Euryarchaeota,KSB3,-0.14067750274915458,0
Parvarchaeota,KSB3,0.005713584495637084,0.6399999999999999
AC1,KSB3,0.07387432292010591,0
AD3,KSB3,0.07902733072305557,0.040000000000000036
Acidobacteria,KSB3,-0.024406901922891314,0.12
Actinobacteria,KSB3,-0.20246381718654594,0
AncK6,KSB3,-0.0018268232597536656,0.74
Aquificae,KSB3,0.048149300178597844,0
Armatimonadetes,KSB3,0.09191517643113435,0
BHI80-139,KSB3,-0.015186037762964483,NaN
BRC1,KSB3,0.060783670606170265,0.020000000000000018
Bacteroidetes,KSB3,0.0129264360795198,0.5800000000000001
CD12,KSB3,0.025774903470613494,0.17999999999999994
Caldiserica,KSB3,0.05627200419625335,0
Caldithrix,KSB3,0.07795453291676281,0.040000000000000036
Chlamydiae,KSB3,-0.07050570502875839,0.08
Chlorobi,KSB3,0.02463773481536771,0.94
Chloroflexi,KSB3,-0.1718846440995631,0
Cyanobacteria,KSB3,0.012318053506869398,0.56
Deferribacteres,KSB3,0.09622294792951074,0.020000000000000018
Dictyoglomi,KSB3,0.054964571683586934,0
Elusimicrobia,KSB3,0.045279691822221885,0.020000000000000018
FBP,KSB3,0.07675379371870505,0
FCPU426,KSB3,0.050437578499079844,0.020000000000000018
Fibrobacteres,KSB3,0.06604335529351443,0
Firmicutes,KSB3,-0.07991056062056923,0.04
Fusobacteria,KSB3,0.020335109710055213,0.020000000000000018
GAL15,KSB3,0.05828563269106865,0
GN02,KSB3,-0.02623741215859577,0.3
GN04,KSB3,0.06805011407250033,0
GOUTA4,KSB3,0.03924200999003661,0
Gemmatimonadetes,KSB3,-0.0732893313386875,0
H-178,KSB3,0.026722739374676965,0
Hyd24-12,KSB3,0.027664172129301882,0
Crenarchaeota,LCP-89,-0.11041579564214893,0
Euryarchaeota,LCP-89,-0.18377836164293437,0
Parvarchaeota,LCP-89,0.025066113141712296,0.43999999999999995
AC1,LCP-89,0.10484046021464394,0
AD3,LCP-89,0.06643682743160946,0
Acidobacteria,LCP-89,-0.15022326023526272,0
Actinobacteria,LCP-89,-0.10740198103811066,0
AncK6,LCP-89,-0.05668634940167831,0.02
Aquificae,LCP-89,0.09379250414139254,0
Armatimonadetes,LCP-89,0.048349940240501904,0
BHI80-139,LCP-89,0.07054403892647386,0.020000000000000018
BRC1,LCP-89,0.0704750642451697,0
Bacteroidetes,LCP-89,0.015651117974944374,0.74
CD12,LCP-89,0.026328205484860354,0.020000000000000018
Caldiserica,LCP-89,0.08232178527987838,0
Caldithrix,LCP-89,0.06969390697893157,0.020000000000000018
Chlamydiae,LCP-89,-0.008157000664648724,0.08
Chlorobi,LCP-89,-0.022841143160749658,0.76
Chloroflexi,LCP-89,-0.1690555750332924,0
Cyanobacteria,LCP-89,0.07159995723939397,0.08000000000000007
Deferribacteres,LCP-89,0.05865048253278528,0
Dictyoglomi,LCP-89,0.10156131099402543,0
Elusimicrobia,LCP-89,0.07990493002215868,0
FBP,LCP-89,0.0745355004427361,0
FCPU426,LCP-89,0.08627371558895777,0
Fibrobacteres,LCP-89,0.011645353308297694,0.88
Firmicutes,LCP-89,-0.07006108587958446,0
Fusobacteria,LCP-89,0.07621959422439181,0
GAL15,LCP-89,0.04829699355902963,0
GN02,LCP-89,-0.08836419901927403,0
GN04,LCP-89,0.07452416321256061,0
GOUTA4,LCP-89,0.0736440978994153,0
Gemmatimonadetes,LCP-89,-0.12939617039898943,0
H-178,LCP-89,0.04590664284325993,0
Hyd24-12,LCP-89,0.08454581946665567,0
KSB3,LCP-89,0.054345680188786216,0
Crenarchaeota,LD1,-0.15308800002348433,0
Euryarchaeota,LD1,-0.1505240850619784,0
Parvarchaeota,LD1,-0.025818752458156465,0.8
AC1,LD1,0.07190777407057207,0
AD3,LD1,0.08695118032954498,0
Acidobacteria,LD1,-0.16347471003203995,0
Actinobacteria,LD1,-0.1129320581253944,0
AncK6,LD1,-0.08951513446846007,0
Aquificae,LD1,0.096778398901836,0
Armatimonadetes,LD1,0.05222880392769269,0
BHI80-139,LD1,0.06031519575349202,0
BRC1,LD1,0.03374360766519388,0.06000000000000005
Bacteroidetes,LD1,0.025190938066213468,0.8400000000000001
CD12,LD1,0.055930424062211305,0.020000000000000018
Caldiserica,LD1,0.088231042619767025,0
Caldithrix,LD1,0.05597450429071879,0
Chlamydiae,LD1,-0.03070893521759927,0.22
Chlorobi,LD1,-0.0015514865009200645,0.78
Chloroflexi,LD1,-0.19711037042258953,0
Cyanobacteria,LD1,0.09796082928785883,0
Deferribacteres,LD1,0.08549854461438766,0
Dictyoglomi,LD1,0.07096056688425358,0
Elusimicrobia,LD1,0.10499354860696924,0
FBP,LD1,0.09259077587555893,0
FCPU426,LD1,0.07777011614747817,0
Fibrobacteres,LD1,0.03469015767598932,0.6799999999999999
Firmicutes,LD1,-0.03104691506972239,0.02
Fusobacteria,LD1,0.06388789087062982,0
GAL15,LD1,0.06770070233579731,0
GN02,LD1,-0.10558951621643164,0
GN04,LD1,0.09771694454730676,0
GOUTA4,LD1,0.08171224772330393,0
Gemmatimonadetes,LD1,-0.1529969081242908,0
H-178,LD1,0.043266692348191096,NaN
Hyd24-12,LD1,0.05712813087229166,0
KSB3,LD1,0.06485337481025134,0
LCP-89,LD1,0.0757252120263513,0
Crenarchaeota,Lentisphaerae,0.1813632788808107,0
Euryarchaeota,Lentisphaerae,0.085694864114694555,0.3999999999999999
Parvarchaeota,Lentisphaerae,-0.03891473497846615,0.26
AC1,Lentisphaerae,-0.030404713321131566,0.24
AD3,Lentisphaerae,-0.0613515528581332,0.1
Acidobacteria,Lentisphaerae,0.22136133148330017,0
Actinobacteria,Lentisphaerae,-0.2483021987525718,0
AncK6,Lentisphaerae,0.12715227091657394,0
Aquificae,Lentisphaerae,-0.059465179582004174,0.22
Armatimonadetes,Lentisphaerae,-0.014665516598839884,0.14
BHI80-139,Lentisphaerae,-0.1332116732758334,0
BRC1,Lentisphaerae,0.010763303530196399,0.68
Bacteroidetes,Lentisphaerae,0.34688273387911006,0
CD12,Lentisphaerae,-0.07948663293368954,0.02
Caldiserica,Lentisphaerae,-0.04187713280357006,0.26
Caldithrix,Lentisphaerae,-0.002526028261540134,0.8
Chlamydiae,Lentisphaerae,-0.07719224921230732,0.08
Chlorobi,Lentisphaerae,-0.010378689822149801,0.54
Chloroflexi,Lentisphaerae,-0.09954388246545937,0.28
Cyanobacteria,Lentisphaerae,0.05918409256501721,0.43999999999999995
Deferribacteres,Lentisphaerae,-0.04243940869063112,0.32
Dictyoglomi,Lentisphaerae,-0.05089761498364924,0.24
Elusimicrobia,Lentisphaerae,-0.03872343257366726,0.2
FBP,Lentisphaerae,-0.014647698073784066,0.16
FCPU426,Lentisphaerae,-0.04049155404271253,0.22
Fibrobacteres,Lentisphaerae,0.024856564347916346,0.3799999999999999
Firmicutes,Lentisphaerae,0.014224642791462403,0.8
Fusobacteria,Lentisphaerae,-0.007407302659692145,0.66
GAL15,Lentisphaerae,-0.018163824097715803,0.38
GN02,Lentisphaerae,-0.003664748657493779,0.48
GN04,Lentisphaerae,-0.049048731861206576,0.36
GOUTA4,Lentisphaerae,-0.026983814073775175,0.4
Gemmatimonadetes,Lentisphaerae,0.09845141774570929,0.08000000000000007
H-178,Lentisphaerae,-0.003161045561882128,0.82
Hyd24-12,Lentisphaerae,-0.04636592927039096,0.24
KSB3,Lentisphaerae,0.09075645380151745,0.08000000000000007
LCP-89,Lentisphaerae,-0.03105651481323989,0.72
LD1,Lentisphaerae,-0.08265090331606875,0.02
Crenarchaeota,MVS-104,-0.16743187067304938,0
Euryarchaeota,MVS-104,-0.1938239074486951,0
Parvarchaeota,MVS-104,0.016883175981985528,1
AC1,MVS-104,0.0842600689727343,0
AD3,MVS-104,0.08359713289741308,0
Acidobacteria,MVS-104,-0.16714706326214956,0
Actinobacteria,MVS-104,-0.17293338075787185,0
AncK6,MVS-104,-0.08168137409243088,0
Aquificae,MVS-104,0.10950372489554844,0
Armatimonadetes,MVS-104,0.04173059797332214,0
BHI80-139,MVS-104,0.08699769698949875,0
BRC1,MVS-104,0.04431767165178263,0.020000000000000018
Bacteroidetes,MVS-104,0.006247668732141328,0.6599999999999999
CD12,MVS-104,0.07172538813455887,0.040000000000000036
Caldiserica,MVS-104,0.12408822602687761,0
Caldithrix,MVS-104,0.040967350209874416,0
Chlamydiae,MVS-104,-0.037326932097370036,0.24
Chlorobi,MVS-104,-0.01833566424436358,0.98
Chloroflexi,MVS-104,-0.23083786379808996,0
Cyanobacteria,MVS-104,0.09158157155013848,0.020000000000000018
Deferribacteres,MVS-104,0.07318672549317184,0
Dictyoglomi,MVS-104,0.10749221580202106,0
Elusimicrobia,MVS-104,0.10861817319430878,0
FBP,MVS-104,0.08565038883314463,0
FCPU426,MVS-104,0.11200605436643654,0
Fibrobacteres,MVS-104,-0.009219424350011001,0.86
Firmicutes,MVS-104,-0.09624323227043768,0.02
Fusobacteria,MVS-104,0.05556260719328415,0
GAL15,MVS-104,0.08128436509453105,0
GN02,MVS-104,-0.10283128898736593,0
GN04,MVS-104,0.11094455147311078,0
GOUTA4,MVS-104,0.06189771567932652,NaN
Gemmatimonadetes,MVS-104,-0.1911294025576318,0
H-178,MVS-104,0.08448907065078157,0
Hyd24-12,MVS-104,0.08305914609459417,0
KSB3,MVS-104,0.07300964615966077,0
LCP-89,MVS-104,0.08707830584383551,0
LD1,MVS-104,0.10464039265648133,0
Lentisphaerae,MVS-104,-0.019839107387932167,0.12
Crenarchaeota,NC10,-0.14390583996367218,0
Euryarchaeota,NC10,-0.1894540557089937,0
Parvarchaeota,NC10,0.04849811563481706,0.28
AC1,NC10,0.08544432460083737,0
AD3,NC10,0.06654644929849154,0
Acidobacteria,NC10,-0.10804446105984099,0
Actinobacteria,NC10,-0.1630835275444361,0
AncK6,NC10,-0.03141867297033871,0.16
Aquificae,NC10,0.07238405399885578,0
Armatimonadetes,NC10,0.07727740042848702,0
BHI80-139,NC10,0.05185866527382983,0.19999999999999996
BRC1,NC10,0.038714566280980287,0
Bacteroidetes,NC10,-0.04479549271877959,0.36
CD12,NC10,0.08664526874080986,0
Caldiserica,NC10,0.09491954034025679,0
Caldithrix,NC10,0.04329069899194429,0.020000000000000018
Chlamydiae,NC10,-0.027922352748566876,0.18
Chlorobi,NC10,0.001973928106590682,0.76
Chloroflexi,NC10,-0.1873259334479768,0
Cyanobacteria,NC10,0.012896090665704366,0.5800000000000001
Deferribacteres,NC10,0.10069849402176378,0
Dictyoglomi,NC10,0.0975547657437884,0
Elusimicrobia,NC10,0.07643993412626345,0
FBP,NC10,0.07232295487679909,0
FCPU426,NC10,0.08048233409820957,0
Fibrobacteres,NC10,2.9352195794091554e-4,0.3799999999999999
Firmicutes,NC10,-0.06763967299569773,0.02
Fusobacteria,NC10,0.07291121394678982,0
GAL15,NC10,0.060974993411998635,0
GN02,NC10,-0.042691237695886064,0.06
GN04,NC10,0.11872861635225901,0
GOUTA4,NC10,0.05811555715979748,0
Gemmatimonadetes,NC10,-0.12439377548679192,0
H-178,NC10,0.045473476393580854,0
Hyd24-12,NC10,0.06724678936738673,0
KSB3,NC10,0.039112819741217345,0.020000000000000018
LCP-89,NC10,0.0754042982157043,0
LD1,NC10,0.08788551050955826,0
Lentisphaerae,NC10,-0.02303667080737752,0.44
MVS-104,NC10,0.10443482936271492,0
Crenarchaeota,NKB19,-4.189530526775366e-4,0.88
Euryarchaeota,NKB19,-0.15500765479933107,0
Parvarchaeota,NKB19,0.07231791036560802,0.020000000000000018
AC1,NKB19,0.03566813645798937,0.8
AD3,NKB19,-0.021521508835682573,0.68
Acidobacteria,NKB19,0.09497614835855375,0
Actinobacteria,NKB19,-0.07851346168146783,0
AncK6,NKB19,0.09690134754832358,0.020000000000000018
Aquificae,NKB19,-0.017111893494618703,0.98
Armatimonadetes,NKB19,-0.023223579799868683,0.9199999999999999
BHI80-139,NKB19,-0.04916489093120905,0.14
BRC1,NKB19,0.010344926704465086,0.7
Bacteroidetes,NKB19,-0.03657131665660371,0.48
CD12,NKB19,0.026498138825496766,0.26
Caldiserica,NKB19,-0.011745079883676164,1
Caldithrix,NKB19,0.019159607648894933,0.1399999999999999
Chlamydiae,NKB19,-0.04133861857934871,0.44
Chlorobi,NKB19,0.08354054734140111,0
Chloroflexi,NKB19,-0.047370858694752764,0.08
Cyanobacteria,NKB19,-0.10836419042175927,0
Deferribacteres,NKB19,0.00184935376444428,0.9199999999999999
Dictyoglomi,NKB19,-0.0015076577002351749,0.9
Elusimicrobia,NKB19,0.014152455548910333,0.6399999999999999
FBP,NKB19,-8.144919649709327e-5,0.98
FCPU426,NKB19,0.019959026173492954,0.66
Fibrobacteres,NKB19,0.054548981482695484,0.040000000000000036
Firmicutes,NKB19,-0.02621003119631652,0.28
Fusobacteria,NKB19,0.05986363225957914,0.32000000000000006
GAL15,NKB19,-0.016959127520428205,0.96
GN02,NKB19,0.06929585572448682,0
GN04,NKB19,-0.007433879518884183,0.6200000000000001
GOUTA4,NKB19,0.010972357669923601,0.88
Gemmatimonadetes,NKB19,-0.0025287646379021137,0.92
H-178,NKB19,-0.004590341753919514,0.98
Hyd24-12,NKB19,-0.018459579275048016,0.8799999999999999
KSB3,NKB19,0.011640865517599483,0.74
LCP-89,NKB19,-0.002394235632228989,0.74
LD1,NKB19,0.0014938497751614177,0.94
Lentisphaerae,NKB19,0.08095051261301742,0.06000000000000005
MVS-104,NKB19,-0.013454225576165463,0.96
NC10,NKB19,0.010827284150783588,0.1200000000000001
Crenarchaeota,NPL-UPA2,-0.13762896001086777,0
Euryarchaeota,NPL-UPA2,-0.17604640707505922,0
Parvarchaeota,NPL-UPA2,0.010669857595291763,0.96
AC1,NPL-UPA2,0.08993713298639702,0
AD3,NPL-UPA2,0.10195757935781374,0
Acidobacteria,NPL-UPA2,-0.17112120015813553,0
Actinobacteria,NPL-UPA2,-0.13626899728760772,0
AncK6,NPL-UPA2,-0.07009474212539613,0
Aquificae,NPL-UPA2,0.08437380995129393,0
Armatimonadetes,NPL-UPA2,0.08098601646117416,0
BHI80-139,NPL-UPA2,0.06004806057195333,0
BRC1,NPL-UPA2,0.0595805416084296,0
Bacteroidetes,NPL-UPA2,-0.0118514199631048,0.8799999999999999
CD12,NPL-UPA2,0.08338265911017745,0.06000000000000005
Caldiserica,NPL-UPA2,0.10318819235471058,0
Caldithrix,NPL-UPA2,0.06057456438618876,0
Chlamydiae,NPL-UPA2,-0.05507856817388855,0.06
Chlorobi,NPL-UPA2,0.024001670604078672,0.7
Chloroflexi,NPL-UPA2,-0.20201056548819962,0
Cyanobacteria,NPL-UPA2,0.08664843271534531,0
Deferribacteres,NPL-UPA2,0.061583504789403457,0
Dictyoglomi,NPL-UPA2,0.09955465660508994,0
Elusimicrobia,NPL-UPA2,0.11380138683128613,0
FBP,NPL-UPA2,0.11560825040498204,0
FCPU426,NPL-UPA2,0.09665047224860976,0
Fibrobacteres,NPL-UPA2,-0.020194130606966433,0.78
Firmicutes,NPL-UPA2,-0.07470655815074079,0.02
Fusobacteria,NPL-UPA2,0.07518563071832166,0
GAL15,NPL-UPA2,0.06312942188858421,0
GN02,NPL-UPA2,-0.061697057289572865,0
GN04,NPL-UPA2,0.09496280112042943,0
GOUTA4,NPL-UPA2,0.09968446031942216,0
Gemmatimonadetes,NPL-UPA2,-0.17223903722627368,0
H-178,NPL-UPA2,0.10132199886289323,0
Hyd24-12,NPL-UPA2,0.09839832137181073,0
KSB3,NPL-UPA2,0.03668621928084072,0
LCP-89,NPL-UPA2,0.07509069510380716,0
LD1,NPL-UPA2,0.08291196510912399,0
Lentisphaerae,NPL-UPA2,-0.050468419116514354,0.18
MVS-104,NPL-UPA2,0.09686611734365266,0
NC10,NPL-UPA2,0.06716135347471662,0
NKB19,NPL-UPA2,-0.025610992150531142,0.6399999999999999
Crenarchaeota,Nitrospirae,0.17439073206075123,0
Euryarchaeota,Nitrospirae,-0.03948202872813056,0.02
Parvarchaeota,Nitrospirae,-0.01297967332627217,0.68
AC1,Nitrospirae,-0.042273858975004214,0.54
AD3,Nitrospirae,-0.07988274602095191,0.08
Acidobacteria,Nitrospirae,0.19742277464690497,0
Actinobacteria,Nitrospirae,-0.10918691075818926,0
AncK6,Nitrospirae,0.1358281510467016,0
Aquificae,Nitrospirae,-0.001213314848250215,0.46
Armatimonadetes,Nitrospirae,0.007059452774077029,0.74
BHI80-139,Nitrospirae,-0.07756077676916538,0
BRC1,Nitrospirae,0.060067167862434274,0.020000000000000018
Bacteroidetes,Nitrospirae,-0.044320942967980385,0
CD12,Nitrospirae,-0.0414243414799324,0.66
Caldiserica,Nitrospirae,-0.024375776932046796,0.58
Caldithrix,Nitrospirae,-0.01388455620042381,0.9
Chlamydiae,Nitrospirae,-0.02400880018670001,0.26
Chlorobi,Nitrospirae,-0.023264840981539157,0.24
Chloroflexi,Nitrospirae,0.07217728645477725,0.21999999999999997
Cyanobacteria,Nitrospirae,-0.20087304828007577,0
Deferribacteres,Nitrospirae,-0.01897622748964261,0.36
Dictyoglomi,Nitrospirae,-0.005409217682095807,0.4
Elusimicrobia,Nitrospirae,0.001799476611101713,0.36
FBP,Nitrospirae,-0.01497025528402397,0.32
FCPU426,Nitrospirae,-0.01195329163987456,0.36
Fibrobacteres,Nitrospirae,0.015610237050409356,0.26
Firmicutes,Nitrospirae,-0.136369467573689,0
Fusobacteria,Nitrospirae,-0.02059737749782379,0.86
GAL15,Nitrospirae,-0.04070095309806723,0.42
GN02,Nitrospirae,-0.005167854390468474,0.72
GN04,Nitrospirae,0.0018468781590884906,0.74
GOUTA4,Nitrospirae,-0.00889406880734744,0.28
Gemmatimonadetes,Nitrospirae,0.16973425380118384,0
H-178,Nitrospirae,-0.044425002681735895,0.3
Hyd24-12,Nitrospirae,-0.01924654196838542,0.38
KSB3,Nitrospirae,-0.009942324776179975,0.24
LCP-89,Nitrospirae,-0.007961462877772498,0.98
LD1,Nitrospirae,-0.029133265582694433,0.4
Lentisphaerae,Nitrospirae,0.08071032442590689,0
MVS-104,Nitrospirae,-0.023742341414341443,0.38
NC10,Nitrospirae,-0.016867669140352873,0.56
NKB19,Nitrospirae,0.05133062588416072,0.08000000000000007
NPL-UPA2,Nitrospirae,3.2213699895071186e-4,0.42
Crenarchaeota,OC31,-0.15050523586575065,0
Euryarchaeota,OC31,-0.19115699300796876,0
Parvarchaeota,OC31,0.014278107419836542,0.72
AC1,OC31,0.1266819230367672,0
AD3,OC31,0.10219166069751719,0
Acidobacteria,OC31,-0.19515066473193615,0
Actinobacteria,OC31,-0.14784180945584813,0
AncK6,OC31,-0.08170276622902937,0
Aquificae,OC31,0.07985300994087871,0
Armatimonadetes,OC31,0.08582952817984268,0
BHI80-139,OC31,0.07447394278701006,0
BRC1,OC31,0.047640186841800485,0.020000000000000018
Bacteroidetes,OC31,0.0070562725637549305,0.52
CD12,OC31,0.07979647510591857,0.020000000000000018
Caldiserica,OC31,0.10150219870843405,0
Caldithrix,OC31,0.05618733623301531,0
Chlamydiae,OC31,-0.00940877666773527,0.12
Chlorobi,OC31,-0.013806290742240704,0.8200000000000001
Chloroflexi,OC31,-0.21488193434596778,0
Cyanobacteria,OC31,0.09525590393449526,0
Deferribacteres,OC31,0.10348841411436555,0
Dictyoglomi,OC31,0.1345016453311382,0
Elusimicrobia,OC31,0.11150416432931011,0
FBP,OC31,0.08795574390444053,0
FCPU426,OC31,0.06484021674823118,0
Fibrobacteres,OC31,4.1084351943474016e-4,0.9
Firmicutes,OC31,-0.06926724132927953,0.02
Fusobacteria,OC31,0.08138483817069042,0
GAL15,OC31,0.07756661939159712,0
GN02,OC31,-0.08378764626291142,0
GN04,OC31,0.07701660255503308,0
GOUTA4,OC31,0.06942827042027147,0
Gemmatimonadetes,OC31,-0.1812353743629755,0
H-178,OC31,0.09655522393350008,0
Hyd24-12,OC31,0.12479232797113674,0
KSB3,OC31,0.061879620970704506,0
LCP-89,OC31,0.0772237884895641,0
LD1,OC31,0.09312817777152935,0
Lentisphaerae,OC31,-0.037421683521562575,0.28
MVS-104,OC31,0.1108602398086816,0
NC10,OC31,0.08281505714782095,0
NKB19,OC31,-0.01915397816331134,0.8
NPL-UPA2,OC31,0.08942048398150468,0
Nitrospirae,OC31,-0.04344491015307776,0.46
Crenarchaeota,OD1,0.3392249948794034,0
Euryarchaeota,OD1,-0.022035872612445412,0.3
Parvarchaeota,OD1,0.2861898423199472,0
AC1,OD1,-0.12085496997902621,0
AD3,OD1,-0.151853810759856,0
Acidobacteria,OD1,0.4515357413669829,0
Actinobacteria,OD1,-0.05690799821912959,0.2
AncK6,OD1,0.34624225926376084,0
Aquificae,OD1,-0.09955330723923536,0
Armatimonadetes,OD1,-0.1028875631569314,0
BHI80-139,OD1,-0.08866502447811467,0
BRC1,OD1,-0.019966455074162937,0.62
Bacteroidetes,OD1,-0.2831305040980344,0
CD12,OD1,0.10919581076914597,0.020000000000000018
Caldiserica,OD1,-0.14194079191608217,0
Caldithrix,OD1,-0.07000906138404003,0.12
Chlamydiae,OD1,0.027239162819371082,0.6599999999999999
Chlorobi,OD1,-0.001426509396871333,0.42
Chloroflexi,OD1,0.3050002145487215,0
Cyanobacteria,OD1,-0.39737431682782276,0
Deferribacteres,OD1,-0.11949013228810915,0
Dictyoglomi,OD1,-0.09250860111504883,0
Elusimicrobia,OD1,-0.11185803244386114,0
FBP,OD1,-0.12319599536346751,0
FCPU426,OD1,-0.12627240036978699,0
Fibrobacteres,OD1,-0.018635851233332324,0.8
Firmicutes,OD1,-0.29420389403477587,0
Fusobacteria,OD1,-0.09556825188208032,0
GAL15,OD1,-0.12686627592776217,0
GN02,OD1,0.3135038926107563,0
GN04,OD1,-0.09653648658517161,0
GOUTA4,OD1,-0.13568493212579483,0
Gemmatimonadetes,OD1,0.3620085365876171,0
H-178,OD1,-0.12938851545764085,0
Hyd24-12,OD1,-0.13314929038322865,0
KSB3,OD1,-0.05215573780819157,0
LCP-89,OD1,-0.09726803225909855,0
LD1,OD1,-0.11996883385698871,0
Lentisphaerae,OD1,0.01584076776070703,0.9199999999999999
MVS-104,OD1,-0.11201153054136298,0
NC10,OD1,-0.08879824743621031,0
NKB19,OD1,0.06735558098437558,0
NPL-UPA2,OD1,-0.1424347654167372,0
Nitrospirae,OD1,0.0746303494229925,0.19999999999999996
OC31,OD1,-0.13697826365566054,0
Crenarchaeota,OP1,-0.13136868234723328,0
Euryarchaeota,OP1,-0.17089347347576667,0
Parvarchaeota,OP1,0.022010147608595567,0.92
AC1,OP1,0.10479879638662759,0
AD3,OP1,0.07214423111461343,0
Acidobacteria,OP1,-0.18579195739275586,0
Actinobacteria,OP1,-0.13524925871910487,0
AncK6,OP1,-0.07767889501695739,0
Aquificae,OP1,0.10473127781894534,0
Armatimonadetes,OP1,0.05953089096129764,0
BHI80-139,OP1,0.05063984055961328,0
BRC1,OP1,0.04590360852820426,0
Bacteroidetes,OP1,0.02929545446979906,0.5800000000000001
CD12,OP1,0.031918386699328116,0
Caldiserica,OP1,0.12096101071655807,0
Caldithrix,OP1,0.07754417175009623,0
Chlamydiae,OP1,-0.04006407595618282,0.12
Chlorobi,OP1,-0.011432501030565827,0.8600000000000001
Chloroflexi,OP1,-0.1753444998873699,0
Cyanobacteria,OP1,0.0796919360134337,0
Deferribacteres,OP1,0.08981618512420331,0
Dictyoglomi,OP1,0.07809674681558706,0
Elusimicrobia,OP1,0.12220466913249897,0
FBP,OP1,0.0999021952786345,0
FCPU426,OP1,0.1000682657352183,0
