phy1,phy2,sparCC,p
Aquificae,Gemmatimonadetes,-0.17623114711478302,0
Armatimonadetes,Gemmatimonadetes,-0.10398925118265032,0
BHI80-139,Gemmatimonadetes,-0.19905522446574597,0
BRC1,Gemmatimonadetes,-0.04395610278964819,0.098
Bacteroidetes,Gemmatimonadetes,-0.18177418423946515,0
CD12,Gemmatimonadetes,-0.1307959022104179,0
Caldiserica,Gemmatimonadetes,-0.1866242994752414,0
Caldithrix,Gemmatimonadetes,-0.0910356412184201,0
Chlamydiae,Gemmatimonadetes,0.026813409496902064,0.44799999999999995
Chlorobi,Gemmatimonadetes,-0.10776207009043519,0.002
Chloroflexi,Gemmatimonadetes,0.7414347008625496,0
Cyanobacteria,Gemmatimonadetes,-0.37552450506137763,0
Deferribacteres,Gemmatimonadetes,-0.20891608736042427,0
Dictyoglomi,Gemmatimonadetes,-0.1768722836698236,0
Elusimicrobia,Gemmatimonadetes,-0.17479301687210166,0
FBP,Gemmatimonadetes,-0.13048931338723466,0
FCPU426,Gemmatimonadetes,-0.18428235092411654,0
Fibrobacteres,Gemmatimonadetes,0.05552333254801272,0.05600000000000005
Firmicutes,Gemmatimonadetes,-0.0388674868908461,0.548
Fusobacteria,Gemmatimonadetes,-0.17584248618583137,0
GAL15,Gemmatimonadetes,-0.1265619416259839,0
GN02,Gemmatimonadetes,0.1587238406600578,0
GN04,Gemmatimonadetes,-0.13608855331949238,0
GOUTA4,Gemmatimonadetes,-0.14914122879681158,0
Crenarchaeota,H-178,-0.17343811103316442,0
Euryarchaeota,H-178,-0.14809508915017489,0
Parvarchaeota,H-178,-0.008740355442551504,0.318
AC1,H-178,0.0981170305018014,0
AD3,H-178,0.051247335586008386,0
Acidobacteria,H-178,-0.19238964645241635,0
Actinobacteria,H-178,-0.11427436476555118,0
AncK6,H-178,-0.10656359166665752,0
Aquificae,H-178,0.09298766043371864,0
Armatimonadetes,H-178,0.06105248487960897,0
BHI80-139,H-178,0.07800765224917885,0.010000000000000009
BRC1,H-178,5.526929053948849e-4,NaN
Bacteroidetes,H-178,0.043049872782981134,0.43199999999999994
CD12,H-178,0.04548288813466746,0.052000000000000046
Caldiserica,H-178,0.12735908811751417,0
Caldithrix,H-178,0.07489335255363377,0.008000000000000007
Chlamydiae,H-178,-0.024527447530775716,0.346
Chlorobi,H-178,0.01471817690402433,0.764
Chloroflexi,H-178,-0.18849383048698806,0
Cyanobacteria,H-178,0.12822034983131125,0
Deferribacteres,H-178,0.09776219293541738,0
Dictyoglomi,H-178,0.08431485688114385,0
Elusimicrobia,H-178,0.09556408100638254,0
FBP,H-178,0.08493225838529217,0
FCPU426,H-178,0.09458020160512094,0
Fibrobacteres,H-178,0.011769075461453855,0.476
Firmicutes,H-178,-0.013855483804560104,0.144
Fusobacteria,H-178,0.057028737676025114,0.0020000000000000018
GAL15,H-178,0.06651506706376323,0
GN02,H-178,-0.07939177543619805,0
GN04,H-178,0.08066372452334072,0
GOUTA4,H-178,0.10351320926357306,0
Gemmatimonadetes,H-178,-0.1860489627177477,0
Crenarchaeota,Hyd24-12,-0.16581407530934816,0
Euryarchaeota,Hyd24-12,-0.18181775259742236,0
Parvarchaeota,Hyd24-12,0.0065838680897114055,0.92
AC1,Hyd24-12,0.09657340722855481,0
AD3,Hyd24-12,0.07895681878590718,0
Acidobacteria,Hyd24-12,-0.17702529521619415,0
Actinobacteria,Hyd24-12,-0.15511819588049514,0
AncK6,Hyd24-12,-0.09979838437513058,0
Aquificae,Hyd24-12,0.09363846049957017,0
Armatimonadetes,Hyd24-12,0.08623603579779385,0
BHI80-139,Hyd24-12,0.08978867777672275,0
BRC1,Hyd24-12,0.006662480179196909,0.04600000000000004
Bacteroidetes,Hyd24-12,0.039941515261632865,0.5960000000000001
CD12,Hyd24-12,0.07906032825553638,0.01200000000000001
Caldiserica,Hyd24-12,0.10261977691079244,0
Caldithrix,Hyd24-12,0.06475630417883263,0.010000000000000009
Chlamydiae,Hyd24-12,-0.040103905099720116,0.168
Chlorobi,Hyd24-12,-0.007443313540256932,0.968
Chloroflexi,Hyd24-12,-0.21823168161299034,0
Cyanobacteria,Hyd24-12,0.0892326826294986,0.010000000000000009
Deferribacteres,Hyd24-12,0.09387188035703467,0
Dictyoglomi,Hyd24-12,0.11466956820494112,0
Elusimicrobia,Hyd24-12,0.08868034288622986,0
FBP,Hyd24-12,0.09936492708487824,0
FCPU426,Hyd24-12,0.08832417180226187,0
Fibrobacteres,Hyd24-12,0.013247676806563215,0.8720000000000001
Firmicutes,Hyd24-12,-0.07284379141432923,0.016
Fusobacteria,Hyd24-12,0.06444336998803706,0
GAL15,Hyd24-12,0.08941454470005092,0
GN02,Hyd24-12,-0.07233344519376443,0
GN04,Hyd24-12,0.055476666759394055,0
GOUTA4,Hyd24-12,0.10179594711470431,0
Gemmatimonadetes,Hyd24-12,-0.19129940666829007,0
H-178,Hyd24-12,0.10727504947658317,0
Crenarchaeota,KSB3,-0.07739767167746714,0.018
Euryarchaeota,KSB3,-0.1491005879036164,0
Parvarchaeota,KSB3,0.012889968592169398,0.5720000000000001
AC1,KSB3,0.09974315439110572,0
AD3,KSB3,0.027624293754613307,0.03200000000000003
Acidobacteria,KSB3,-0.03737735135142528,0.234
Actinobacteria,KSB3,-0.20322801425914683,0
AncK6,KSB3,-0.016885372566770196,0.676
Aquificae,KSB3,0.06207308153955518,0
Armatimonadetes,KSB3,0.06632523274928515,0
BHI80-139,KSB3,0.056135717578482264,0.15399999999999991
BRC1,KSB3,0.07608227624533917,0.0040000000000000036
Bacteroidetes,KSB3,0.0182816134927474,0.6220000000000001
CD12,KSB3,0.03517359052183724,0.10000000000000009
Caldiserica,KSB3,0.0751945840378008,0
Caldithrix,KSB3,0.06407994860442134,0.038000000000000034
Chlamydiae,KSB3,-0.03014938453008821,0.048
Chlorobi,KSB3,0.018297611720413318,0.922
Chloroflexi,KSB3,-0.1899005389452379,0
Cyanobacteria,KSB3,0.01273117348213296,0.6220000000000001
Deferribacteres,KSB3,0.0689356134102234,0.0020000000000000018
Dictyoglomi,KSB3,0.07924693107155786,0
Elusimicrobia,KSB3,0.06459979346301656,0
FBP,KSB3,0.05403726060762325,0
FCPU426,KSB3,0.03145749381984039,0.0040000000000000036
Fibrobacteres,KSB3,0.03604634517433415,0.026000000000000023
Firmicutes,KSB3,-0.08382516018228542,0.012
Fusobacteria,KSB3,0.05668799450351721,0.014000000000000012
GAL15,KSB3,0.045260539005867045,0.008000000000000007
GN02,KSB3,-0.014375123227403835,0.284
GN04,KSB3,0.0687828907360495,0.0020000000000000018
GOUTA4,KSB3,0.05911176549820379,0.0040000000000000036
Gemmatimonadetes,KSB3,-0.09291479931388988,0.008
H-178,KSB3,0.055767293810218665,0.0020000000000000018
Hyd24-12,KSB3,0.062054387813011085,0.0020000000000000018
Crenarchaeota,LCP-89,-0.10689402301145083,0
Euryarchaeota,LCP-89,-0.16944956316201593,0
Parvarchaeota,LCP-89,0.0676457235685943,NaN
AC1,LCP-89,0.04507418648856206,0
AD3,LCP-89,0.05880047829952659,0.0020000000000000018
Acidobacteria,LCP-89,-0.12382757134661224,0
Actinobacteria,LCP-89,-0.14440936404635374,0
AncK6,LCP-89,-0.03963484876691842,0.014
Aquificae,LCP-89,0.08133777260904093,0
Armatimonadetes,LCP-89,0.07759174807547056,0
BHI80-139,LCP-89,0.06614603535188046,0.020000000000000018
BRC1,LCP-89,0.054910544745865014,0.0040000000000000036
Bacteroidetes,LCP-89,0.008270818917332771,0.75
CD12,LCP-89,0.07136990812938626,0.0040000000000000036
Caldiserica,LCP-89,0.0649276541001683,0
Caldithrix,LCP-89,0.034727613653586384,0.0020000000000000018
Chlamydiae,LCP-89,-0.028955290199345292,0.084
Chlorobi,LCP-89,0.009512098697755175,0.834
Chloroflexi,LCP-89,-0.17501326508457304,0
Cyanobacteria,LCP-89,0.04303053670222927,0.1319999999999999
Deferribacteres,LCP-89,0.08946830177069565,0
Dictyoglomi,LCP-89,0.07238359654733822,0
Elusimicrobia,LCP-89,0.10936885181266154,0
FBP,LCP-89,0.08841356340150619,0
FCPU426,LCP-89,0.06850854350196858,0
Fibrobacteres,LCP-89,-0.00811837875496383,0.792
Firmicutes,LCP-89,-0.09610833701744388,0.002
Fusobacteria,LCP-89,0.062120791189307634,0.0020000000000000018
GAL15,LCP-89,0.05923698066289804,0
GN02,LCP-89,-0.05918991108943766,0.004
GN04,LCP-89,0.06046475298035048,0
GOUTA4,LCP-89,0.09073332784172056,0
Gemmatimonadetes,LCP-89,-0.1222326023553516,0
H-178,LCP-89,0.09265999185790838,0
Hyd24-12,LCP-89,0.05843404614730521,0
KSB3,LCP-89,0.04726516502725131,0.006000000000000005
Crenarchaeota,LD1,-0.13589449972391282,0
Euryarchaeota,LD1,-0.14484914635976434,0
Parvarchaeota,LD1,-0.007992934218855195,0.988
AC1,LD1,0.07926775980349147,0
AD3,LD1,0.057589594361554516,0
Acidobacteria,LD1,-0.13570808748691188,0
Actinobacteria,LD1,-0.117192518036034,0
AncK6,LD1,-0.08505569069136555,0
Aquificae,LD1,0.10030242130108147,0
Armatimonadetes,LD1,0.06413112281522987,0
BHI80-139,LD1,0.06322998456747113,0.0020000000000000018
BRC1,LD1,0.07836318458747352,0.028000000000000025
Bacteroidetes,LD1,0.026102236543009506,0.8460000000000001
CD12,LD1,0.05153296522955084,0.014000000000000012
Caldiserica,LD1,0.07362149436609951,0
Caldithrix,LD1,0.008027560477849032,NaN
Chlamydiae,LD1,-0.016546010514603065,0.364
Chlorobi,LD1,0.010260105361884193,0.8340000000000001
Chloroflexi,LD1,-0.18308273114337623,0
Cyanobacteria,LD1,0.08634387158096526,0.016000000000000014
Deferribacteres,LD1,0.057817911071693665,0
Dictyoglomi,LD1,0.07603854024122672,0
Elusimicrobia,LD1,0.07763945977064754,0
FBP,LD1,0.0690756483742209,0
FCPU426,LD1,0.06342886565054609,0
Fibrobacteres,LD1,-0.013577938856200927,0.552
Firmicutes,LD1,-0.052868914087117296,0.036
Fusobacteria,LD1,0.05298839613855309,0.0020000000000000018
GAL15,LD1,0.056647554415149945,0
GN02,LD1,-0.0909745313602722,0
GN04,LD1,0.06083737625797016,0
GOUTA4,LD1,0.11422615196547276,0
Gemmatimonadetes,LD1,-0.154671528345675,0
H-178,LD1,0.08722006052522523,0
Hyd24-12,LD1,0.08838554861679017,0
KSB3,LD1,0.07370496599199802,0.0040000000000000036
LCP-89,LD1,0.07226472956544663,0
Crenarchaeota,Lentisphaerae,0.1651307199634759,0.0020000000000000018
Euryarchaeota,Lentisphaerae,0.07543267624046962,0.268
Parvarchaeota,Lentisphaerae,-0.01782802062571051,0.11
AC1,Lentisphaerae,-0.015163108700402762,0.234
AD3,Lentisphaerae,-0.024903100093424557,0.08
Acidobacteria,Lentisphaerae,0.22092733451772711,0
Actinobacteria,Lentisphaerae,-0.2660021327831654,0.002
AncK6,Lentisphaerae,0.12303887370246669,0.0020000000000000018
Aquificae,Lentisphaerae,-0.028241574362984682,0.17
Armatimonadetes,Lentisphaerae,-0.009218611910046278,0.254
BHI80-139,Lentisphaerae,-0.13423269838901264,0
BRC1,Lentisphaerae,0.005603962232366333,0.464
Bacteroidetes,Lentisphaerae,0.31568801368842125,0
CD12,Lentisphaerae,-0.057591522144080205,0.012
Caldiserica,Lentisphaerae,-0.04301185567757061,0.226
Caldithrix,Lentisphaerae,0.01324246054542665,0.8779999999999999
Chlamydiae,Lentisphaerae,-0.058550940353358505,0.058
Chlorobi,Lentisphaerae,0.009861506661911448,0.538
Chloroflexi,Lentisphaerae,-0.11036436304763564,0.212
Cyanobacteria,Lentisphaerae,0.056534814459514804,0.278
Deferribacteres,Lentisphaerae,-0.01016923353925502,0.286
Dictyoglomi,Lentisphaerae,-0.01776576597652879,0.23
Elusimicrobia,Lentisphaerae,-0.024011179855814368,0.272
FBP,Lentisphaerae,0.006753098585249945,0.234
FCPU426,Lentisphaerae,-0.021985629430532377,0.272
Fibrobacteres,Lentisphaerae,-0.0020346147109536867,0.4179999999999999
Firmicutes,Lentisphaerae,0.0015728938887991277,0.774
Fusobacteria,Lentisphaerae,-0.018273288849331628,0.84
GAL15,Lentisphaerae,-0.005353656411264902,0.43
GN02,Lentisphaerae,-0.02625155043769797,0.47
GN04,Lentisphaerae,-0.018975014338136663,0.334
GOUTA4,Lentisphaerae,-0.008883247593269512,0.4
Gemmatimonadetes,Lentisphaerae,0.08343794676342686,0.22799999999999998
H-178,Lentisphaerae,-0.010723618483150872,0.814
Hyd24-12,Lentisphaerae,5.294284222328776e-4,0.296
KSB3,Lentisphaerae,0.06997499505183451,0.09600000000000009
LCP-89,Lentisphaerae,-0.03993369252821244,0.746
LD1,Lentisphaerae,-0.042222722540044125,0.09
Crenarchaeota,MVS-104,-0.1559883803313668,0
Euryarchaeota,MVS-104,-0.15942934238292167,0
Parvarchaeota,MVS-104,0.023146729375855837,0.94
AC1,MVS-104,0.11148830629361398,0
AD3,MVS-104,0.09473869485889161,0
Acidobacteria,MVS-104,-0.19323225967151633,0
Actinobacteria,MVS-104,-0.13619981310191542,0
AncK6,MVS-104,-0.11953743868542864,0
Aquificae,MVS-104,0.1062832385880311,0
Armatimonadetes,MVS-104,0.05627026989588557,0
BHI80-139,MVS-104,0.09006247929541947,0
BRC1,MVS-104,0.026005484301073727,0.040000000000000036
Bacteroidetes,MVS-104,0.035489544578091815,0.6839999999999999
CD12,MVS-104,0.052018428842833336,0.0040000000000000036
Caldiserica,MVS-104,0.08799207108108444,0
Caldithrix,MVS-104,0.028476863899072884,0.0020000000000000018
Chlamydiae,MVS-104,-0.04305651277380178,0.192
Chlorobi,MVS-104,0.008171110368092073,0.9079999999999999
Chloroflexi,MVS-104,-0.1781798244859014,0
Cyanobacteria,MVS-104,0.12212971811627127,0.01200000000000001
Deferribacteres,MVS-104,0.1462753284972782,NaN
Dictyoglomi,MVS-104,0.10933324177938461,0
Elusimicrobia,MVS-104,0.09264859299251939,0
FBP,MVS-104,0.06483584612496064,0
FCPU426,MVS-104,0.10847756653702514,0
Fibrobacteres,MVS-104,-0.0023027863315182445,0.882
Firmicutes,MVS-104,-0.066290591534053,0.01
Fusobacteria,MVS-104,0.04480889716787943,0.0020000000000000018
GAL15,MVS-104,0.06134482796457362,0
GN02,MVS-104,-0.08995052948246804,0.004
GN04,MVS-104,0.07898128469457447,0
GOUTA4,MVS-104,0.08740912212882107,0
Gemmatimonadetes,MVS-104,-0.16482038560391749,0
H-178,MVS-104,0.11796214327191326,0
Hyd24-12,MVS-104,0.11154001654968412,0
KSB3,MVS-104,0.04607999206271926,0
LCP-89,MVS-104,0.08046828285265312,0
LD1,MVS-104,0.09819722976682252,0
Lentisphaerae,MVS-104,-0.03643998703689612,0.188
Crenarchaeota,NC10,-0.11069775050196864,0
Euryarchaeota,NC10,-0.17632751318802992,0
Parvarchaeota,NC10,0.016704766822549018,0.22199999999999998
AC1,NC10,0.07302259701394062,0
AD3,NC10,0.07474641212820432,0.010000000000000009
Acidobacteria,NC10,-0.0909114112437891,0.002
Actinobacteria,NC10,-0.12546382665484324,0
AncK6,NC10,-0.03773156028443238,0.176
Aquificae,NC10,0.0884432707122842,0.0020000000000000018
Armatimonadetes,NC10,0.048027701838014615,0
BHI80-139,NC10,0.04512101781576261,0.1140000000000001
BRC1,NC10,0.030875406265246104,0.010000000000000009
Bacteroidetes,NC10,-0.05031356762149013,0.402
CD12,NC10,0.08150864548063783,0
Caldiserica,NC10,0.0696062803441768,0
Caldithrix,NC10,0.04356851998328143,0.016000000000000014
Chlamydiae,NC10,-0.04810353185080539,0.108
Chlorobi,NC10,0.007172264146772087,0.712
Chloroflexi,NC10,-0.14869152312568312,0
Cyanobacteria,NC10,0.012388824209822496,0.71
Deferribacteres,NC10,0.0978484115303986,0.0020000000000000018
Dictyoglomi,NC10,0.05832776473270584,0
Elusimicrobia,NC10,0.057361971003168644,0
FBP,NC10,0.06408918883740893,0
FCPU426,NC10,0.05568320989614639,0.0020000000000000018
Fibrobacteres,NC10,0.0233736517434443,0.31000000000000005
Firmicutes,NC10,-0.053529220166122916,0.008
Fusobacteria,NC10,0.04739409420166816,0.030000000000000027
GAL15,NC10,0.04707559717813585,0.0020000000000000018
GN02,NC10,-0.053568091589737285,0.038
GN04,NC10,0.09314977323323359,0.0020000000000000018
GOUTA4,NC10,0.07125909716998904,0
Gemmatimonadetes,NC10,-0.10476568597343386,0
H-178,NC10,0.06318472325977877,0
Hyd24-12,NC10,0.056947361931925,0.0020000000000000018
KSB3,NC10,0.06908457578920317,0.01200000000000001
LCP-89,NC10,0.06008531113298053,0.0040000000000000036
LD1,NC10,0.05167855030575987,0
Lentisphaerae,NC10,-0.024229413585656726,0.502
MVS-104,NC10,0.07884527604475763,0
Crenarchaeota,NKB19,0.004084550011523339,0.942
Euryarchaeota,NKB19,-0.14449685764376485,0
Parvarchaeota,NKB19,0.06829769710497763,0.020000000000000018
AC1,NKB19,0.016390174511639884,0.716
AD3,NKB19,-0.01670555725018594,0.662
Acidobacteria,NKB19,0.08950262156930486,0.008000000000000007
Actinobacteria,NKB19,-0.12086109987385563,0.004
AncK6,NKB19,0.08271663256747289,0.02400000000000002
Aquificae,NKB19,0.009911783125426673,0.986
Armatimonadetes,NKB19,0.030339005647871058,0.958
BHI80-139,NKB19,-0.06865500369080074,0.086
BRC1,NKB19,0.026581083674580133,0.562
Bacteroidetes,NKB19,-0.017059851677224055,0.548
CD12,NKB19,0.013898491653514276,0.20399999999999996
Caldiserica,NKB19,-0.012929729072324411,0.9099999999999999
Caldithrix,NKB19,0.030807878491379247,0.258
Chlamydiae,NKB19,-0.02130101054648467,0.51
Chlorobi,NKB19,0.07428519540882214,0.010000000000000009
Chloroflexi,NKB19,-0.07779881157552726,0.138
Cyanobacteria,NKB19,-0.11462154672949829,0.012
Deferribacteres,NKB19,-0.013154283069143456,0.8180000000000001
Dictyoglomi,NKB19,0.0034008966871049645,0.822
Elusimicrobia,NKB19,0.017161967422553902,0.5760000000000001
FBP,NKB19,0.011185006879153938,0.864
FCPU426,NKB19,-0.018053200179248927,0.626
Fibrobacteres,NKB19,0.09478807584431423,0.040000000000000036
Firmicutes,NKB19,-0.051909802436133023,0.184
Fusobacteria,NKB19,0.05234168840924415,0.18999999999999995
GAL15,NKB19,-0.0068436925736338455,0.8779999999999999
GN02,NKB19,0.05804774035847561,0.03200000000000003
GN04,NKB19,0.011360446293453267,0.6479999999999999
GOUTA4,NKB19,-0.015357209229547161,0.844
Gemmatimonadetes,NKB19,-0.007977543755029178,0.876
H-178,NKB19,-0.023708173699847557,0.712
Hyd24-12,NKB19,0.01792288279096234,0.972
KSB3,NKB19,0.010213429138983949,0.7
LCP-89,NKB19,0.004838699739950426,0.696
LD1,NKB19,-0.0037242346111749118,0.9279999999999999
Lentisphaerae,NKB19,0.06797069329877173,0.03600000000000003
MVS-104,NKB19,3.697116980349328e-4,0.972
NC10,NKB19,0.02701955795131224,0.1140000000000001
Crenarchaeota,NPL-UPA2,-0.1542386358286687,0
Euryarchaeota,NPL-UPA2,-0.1682383501575877,0
Parvarchaeota,NPL-UPA2,-0.010817367123351823,0.73
AC1,NPL-UPA2,0.11424932263346892,0
AD3,NPL-UPA2,0.07730626721871975,0
Acidobacteria,NPL-UPA2,-0.16804809795834397,0
Actinobacteria,NPL-UPA2,-0.11116990888698608,0
AncK6,NPL-UPA2,-0.07282145588908505,0
Aquificae,NPL-UPA2,0.07542256579145026,0
Armatimonadetes,NPL-UPA2,0.07086713245683568,0
BHI80-139,NPL-UPA2,0.07515372141194232,0
BRC1,NPL-UPA2,0.03049615008986195,0.018000000000000016
Bacteroidetes,NPL-UPA2,-0.014025500531475856,0.8600000000000001
CD12,NPL-UPA2,0.07052349756333692,0.0040000000000000036
Caldiserica,NPL-UPA2,0.11573767070387377,0
Caldithrix,NPL-UPA2,0.05361252250082807,0.0040000000000000036
Chlamydiae,NPL-UPA2,-0.043842114959140144,0.144
Chlorobi,NPL-UPA2,-0.02177902336921497,0.9119999999999999
Chloroflexi,NPL-UPA2,-0.18431360381843376,0
Cyanobacteria,NPL-UPA2,0.0696590404883914,0.01200000000000001
Deferribacteres,NPL-UPA2,0.09824430225671288,0
Dictyoglomi,NPL-UPA2,0.10018532303603253,0
Elusimicrobia,NPL-UPA2,0.12438789661833186,0
FBP,NPL-UPA2,0.07652816254362067,0
FCPU426,NPL-UPA2,0.12178467782025784,0
Fibrobacteres,NPL-UPA2,-0.006626397896829806,0.8520000000000001
Firmicutes,NPL-UPA2,-0.08185577937845315,0.018
Fusobacteria,NPL-UPA2,0.07539011869143485,0.0040000000000000036
GAL15,NPL-UPA2,0.07679852850598436,0
GN02,NPL-UPA2,-0.07469701861154715,0.002
GN04,NPL-UPA2,0.0779366863783024,0
GOUTA4,NPL-UPA2,0.09399455095912655,0
Gemmatimonadetes,NPL-UPA2,-0.14757738171429405,0
H-178,NPL-UPA2,0.08797779435652214,0
Hyd24-12,NPL-UPA2,0.12703297223538973,0
KSB3,NPL-UPA2,0.043365398087407137,0
LCP-89,NPL-UPA2,0.06985048010239134,0
LD1,NPL-UPA2,0.0778309631234328,0
Lentisphaerae,NPL-UPA2,-0.04237460753750172,0.196
MVS-104,NPL-UPA2,0.09587102752788519,0
NC10,NPL-UPA2,0.07136036448183163,0
NKB19,NPL-UPA2,0.005067011737127005,0.6619999999999999
Crenarchaeota,Nitrospirae,0.17737669097337555,0
Euryarchaeota,Nitrospirae,-0.07889304977449954,0.044
Parvarchaeota,Nitrospirae,-0.022807942490043538,0.566
AC1,Nitrospirae,-0.022350987872110244,0.508
AD3,Nitrospirae,-0.02782431685350479,0.052
Acidobacteria,Nitrospirae,0.1872089247961995,0
Actinobacteria,Nitrospirae,-0.13526199576289227,0
AncK6,Nitrospirae,0.15087834533991903,0
Aquificae,Nitrospirae,-0.00820723823136276,0.52
Armatimonadetes,Nitrospirae,0.001378148908916521,0.796
BHI80-139,Nitrospirae,-0.06368085425685688,0
BRC1,Nitrospirae,0.014939654126324234,0.05800000000000005
Bacteroidetes,Nitrospirae,-0.05610624230463936,0.026
CD12,Nitrospirae,-0.02046766809080793,0.434
Caldiserica,Nitrospirae,-0.01189681541938089,0.492
Caldithrix,Nitrospirae,0.014740999824571954,0.67
Chlamydiae,Nitrospirae,-0.04084284128782409,0.252
Chlorobi,Nitrospirae,-0.043420224219134385,0.192
Chloroflexi,Nitrospirae,0.05560970636155269,0.18999999999999995
Cyanobacteria,Nitrospirae,-0.18693551405384373,0
Deferribacteres,Nitrospirae,0.0028305793120686493,0.318
Dictyoglomi,Nitrospirae,-0.025954259799524995,0.366
Elusimicrobia,Nitrospirae,-0.007705001935679539,0.286
FBP,Nitrospirae,-0.008142885161934937,0.35
FCPU426,Nitrospirae,0.00892825382828665,0.326
Fibrobacteres,Nitrospirae,0.027940888004782394,0.266
Firmicutes,Nitrospirae,-0.13213473165290296,0
Fusobacteria,Nitrospirae,-0.03948239706207093,0.704
GAL15,Nitrospirae,-0.01670078223782229,0.384
GN02,Nitrospirae,-0.013834993857057543,0.628
GN04,Nitrospirae,0.010578757549332522,0.9079999999999999
GOUTA4,Nitrospirae,-0.019228077834551306,0.392
Gemmatimonadetes,Nitrospirae,0.14689336155042057,0.0020000000000000018
H-178,Nitrospirae,-0.025387157272630967,0.326
Hyd24-12,Nitrospirae,-0.0497472705781683,0.33
KSB3,Nitrospirae,0.025206554339414065,0.3879999999999999
LCP-89,Nitrospirae,0.013145241782934856,0.9139999999999999
LD1,Nitrospirae,-0.03262172508216997,0.352
Lentisphaerae,Nitrospirae,0.07014038320778217,0.008000000000000007
MVS-104,Nitrospirae,4.015147661232478e-4,0.394
NC10,Nitrospirae,0.007011784377487485,0.714
NKB19,Nitrospirae,0.04403220001083745,0.03600000000000003
NPL-UPA2,Nitrospirae,-0.0021529905275861987,0.54
Crenarchaeota,OC31,-0.16917093431663466,0
Euryarchaeota,OC31,-0.20492391489240752,0
Parvarchaeota,OC31,0.028253774895307723,0.916
AC1,OC31,0.11826056275329183,0
AD3,OC31,0.09181075063480634,0
Acidobacteria,OC31,-0.2072568532867411,0
Actinobacteria,OC31,-0.13952386670706696,0
AncK6,OC31,-0.08922803428274007,0
Aquificae,OC31,0.102932194566492,0
Armatimonadetes,OC31,0.09936449772775689,0
BHI80-139,OC31,0.09990929643552224,0
BRC1,OC31,0.03392557912679191,0.018000000000000016
Bacteroidetes,OC31,0.027993684475886314,0.554
CD12,OC31,0.055747780417430476,0.010000000000000009
Caldiserica,OC31,0.10021598970689297,0
Caldithrix,OC31,0.0656200850931544,0.0040000000000000036
Chlamydiae,OC31,0.0036061164840382205,0.192
Chlorobi,OC31,-0.01578389856898786,0.8879999999999999
Chloroflexi,OC31,-0.21368019023597454,0
Cyanobacteria,OC31,0.09116936133385134,0.0040000000000000036
Deferribacteres,OC31,0.11511710402184851,0
Dictyoglomi,OC31,0.10287728961636658,0
Elusimicrobia,OC31,0.0933328863996197,0
FBP,OC31,0.08680773882723697,0
FCPU426,OC31,0.08079668989992904,0
Fibrobacteres,OC31,0.018303661335486488,0.86
Firmicutes,OC31,-0.08566138448859305,0.028
Fusobacteria,OC31,0.07410375088601406,0
GAL15,OC31,0.09517850349102043,0
GN02,OC31,-0.10463561034256487,0
GN04,OC31,0.06630591841064586,0
GOUTA4,OC31,0.08543857657570353,0
Gemmatimonadetes,OC31,-0.18699291649301364,0
H-178,OC31,0.08677226192444643,0
Hyd24-12,OC31,0.09137497881561144,0
KSB3,OC31,0.05788549021367355,0.0040000000000000036
LCP-89,OC31,0.07476441748186174,0
LD1,OC31,0.09149245337078578,0
Lentisphaerae,OC31,-0.02354464771023978,0.29
MVS-104,OC31,0.09940311643294156,0
NC10,OC31,0.06991972024329265,0
NKB19,OC31,0.010330079580616557,0.858
NPL-UPA2,OC31,0.10085843804140626,0
Nitrospirae,OC31,0.007759576738468188,0.544
Crenarchaeota,OD1,0.3441608665042363,0
Euryarchaeota,OD1,-0.05178800998472456,0.194
Parvarchaeota,OD1,0.2939608287141498,0
AC1,OD1,-0.0920261394435082,0
AD3,OD1,-0.17925445079289468,0
Acidobacteria,OD1,0.45954164741637527,0
Actinobacteria,OD1,-0.048939402191107456,0.154
AncK6,OD1,0.3617191684654316,0
Aquificae,OD1,-0.11564731271053272,0
Armatimonadetes,OD1,-0.10174223704604304,0
BHI80-139,OD1,-0.12304217445994406,0.006
BRC1,OD1,-0.01633745989185672,0.356
Bacteroidetes,OD1,-0.3029857374387048,0
CD12,OD1,0.08112368603895365,0.016000000000000014
Caldiserica,OD1,-0.11498659911550457,0
Caldithrix,OD1,-0.03569626680808481,0.13
Chlamydiae,OD1,0.01999762219427594,0.3819999999999999
Chlorobi,OD1,-0.016990862203115763,0.644
Chloroflexi,OD1,0.3057827500210222,0
Cyanobacteria,OD1,-0.4073498877249291,0
Deferribacteres,OD1,-0.15328237292366165,0
Dictyoglomi,OD1,-0.1306050969825332,0
Elusimicrobia,OD1,-0.11041706838230157,0
FBP,OD1,-0.11151242816479381,0
FCPU426,OD1,-0.13024550158600828,0
Fibrobacteres,OD1,0.006914038865737899,0.774
Firmicutes,OD1,-0.29663107396536625,0
Fusobacteria,OD1,-0.09325503089067133,0
GAL15,OD1,-0.1261148689809182,0
GN02,OD1,0.3131403442341455,0
GN04,OD1,-0.12601277014324266,0
GOUTA4,OD1,-0.11906026073416008,0
Gemmatimonadetes,OD1,0.3678405394410327,0
H-178,OD1,-0.1250258585321129,0
Hyd24-12,OD1,-0.13698894995592706,0
KSB3,OD1,-0.06273227126436214,0.004
LCP-89,OD1,-0.05445622637204769,0
LD1,OD1,-0.09910876280688494,0
Lentisphaerae,OD1,-0.005407354371797483,0.942
